Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;;8,8;10,8;13,4;16,3;20;12,8;402;500;610;760;975;666;52;3052;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 4P+;7,5;8,7;10,6;12,9;15,5;10,9;595;819;980;1234;1675;1063;97;371;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 1P;13,3;15,3;18,3;21,1;26,3;18;350;400;450;520;580;460;26;770;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 2P;9,8;12;13,8;15,8;18,3;13,6;430;506;600;650;713;585;43;1167;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 3P;7,9;9,8;12;13,9;15,5;11,8;500;617;738;829;970;736;62;744;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;1. Moins de 1 an;;9,9;12,6;15,1;18,3;22,8;14,5;405;500;649;842;1050;714;49;543;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;2. 1 an et plus;;8,6;10,6;13,2;15,6;19;12,4;400;500;600;751;956;656;53;2509;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;;9,8;11,2;12,8;15,2;17,7;12,7;450;550;670;800;954;697;55;2871;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;7,9;9,8;11,1;12,6;14,3;11,2;600;785;930;1144;1380;973;87;264;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;12,6;14,1;16,7;19,3;22;16,4;380;430;475;520;570;477;29;666;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;10,4;11,9;13,3;15,4;16,9;13,4;500;580;646;700;780;647;48;1098;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;9,3;10,7;11,8;13,4;14,9;11,9;600;682;777;862;982;785;66;843;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;11,2;12,7;14,1;15,9;19,2;14,1;500;600;744;868;1097;756;54;475;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;9,6;11;12,6;14,9;17,6;12,4;450;543;656;790;920;684;55;2396;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;;9,8;11,8;13,8;16,2;19,4;13,4;450;510;630;775;981;682;51;1791;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;8,4;10;12,4;13,8;15,5;12,1;650;870;1000;1314;1650;1112;92;134;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;12,9;15;16,7;19,8;22,6;16,8;400;457;500;550;610;505;30;601;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;10,7;12;13,6;15,6;17,9;13,7;500;551;630;702;780;637;46;643;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;8,3;10,1;12,1;13,9;15;12;510;680;770;950;1100;811;68;413;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;12,3;13,6;15,1;18;21,1;15,2;485;544;670;790;1100;730;48;362;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;9,5;11,4;13,3;16;19,1;13;449;500;610;759;950;668;51;1429;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;;10,3;12,8;15,8;18,4;21,7;14,6;425;500;642;798;1000;690;47;832;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;;;;;;;;;;;;;;40;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;11,8;16,1;19,1;21,9;22,4;18;330;425;459;513;550;464;26;266;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;12;14,2;16,3;18;19,7;15,6;570;600;670;739;817;679;43;348;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;6,3;9,1;12,9;15,1;16,7;12,3;442;646;889;1000;1123;844;69;178;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;1. Moins de 1 an;;13,2;15,1;17,4;19;21,4;16,3;483;600;720;800;1020;737;45;164;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;4. Entre 1991-2005;2. 1 an et plus;;9,1;12,1;15,4;18,1;21,7;14;420;480;621;795;969;675;48;668;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;;12,5;14;16,3;18,9;21;15,8;420;500;660;831;1000;692;44;1131;51143;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 4P+;;;;;;;;;;;;;;39;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 1P;14;17;18,9;21;21,9;18,3;391;420;462;510;575;467;25;392;11973;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 2P;13,6;15;16,3;18,6;21;16,7;562;635;688;750;840;697;42;444;19157;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;;Ensemble 3P;10,9;12,5;13,6;16,1;17,9;14;650;750;862;1000;1127;880;63;256;14669;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;1. Moins de 1 an;;13,4;15,2;16,5;18,9;21;16,1;430;539;669;770;926;685;42;317;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;;5. Après 2005;2. 1 an et plus;;12,5;13,8;16,2;18,9;21;15,6;420;495;655;840;1033;694;44;814;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;;;;;;;;;;;;;;;;32;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;;Maison 1-3P;;;;;;;;;;;;;;14;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;;Maison 4P+;;;;;;;;;;;;;;18;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;1;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;3;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;28;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;15;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;;;;;;;;;;;;;;;;15;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;8;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;7;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;1;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;14;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;10;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;3;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;7;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;8;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;3;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;1;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;1;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P+;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;;;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;;;
B0600;2019;Agglomération de Nice-Menton;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;2;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;;;9,6;11,4;13,6;16,4;19,7;13,2;428;508;640;780;960;676;51;9645;49972;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 1P;12,9;15;17,7;20,8;23,3;17,3;377;420;470;528;585;476;27;2694;11901;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 2P;10,3;12,1;13,9;16,1;18,4;13,9;477;551;627;700;779;630;45;3700;18850;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 3P;8,6;10,5;12,1;13,8;15,4;12;525;660;763;880;1000;778;65;2421;14262;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;;Appart 4P+;8,1;9,2;11,2;13;14,7;11,2;650;800;963;1200;1415;1025;92;830;4959;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins de 1 an;;11,4;13,2;15,1;18;21,1;14,8;454;544;680;814;1020;722;49;1857;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;14;16,1;18,9;22,2;27;18,6;395;440;498;544;600;495;27;581;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;12,2;13,5;15,1;17,3;19,4;15,1;535;610;670;730;793;672;44;746;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;10,1;11,8;13,9;15,2;17,3;13,7;655;750;850;980;1100;857;63;385;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;8,8;11,2;13,4;15,1;16,6;13,1;875;950;1100;1415;1650;1193;91;145;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;2. 1 an et plus;;9,2;11,1;13,3;16,1;19,1;12,8;420;500;630;768;948;665;52;7788;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;12,7;14,7;17,4;20;22,5;17;372;414;465;519;580;470;28;2113;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;10;11,9;13,5;15,8;17,9;13,6;458;542;612;690;768;618;45;2954;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;8,3;10;11,8;13,4;15,1;11,7;522;646;750;850;1000;761;65;2036;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;7,5;8,8;10,7;12,5;14,2;10,8;600;780;938;1170;1398;987;92;685;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;;8,8;10,8;13,4;16,3;20;12,7;400;500;610;760;962;658;52;3037;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 1P;13,3;15,3;18,3;21,1;26,3;18;350;400;450;520;580;460;26;770;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 2P;9,8;12;13,8;15,8;18,3;13,6;430;506;600;650;713;585;43;1167;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 3P;7,9;9,9;12;13,8;15,4;11,8;500;626;738;823;968;734;62;736;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;;Appart 4P+;7,5;8,7;10,5;12,6;14,2;10,7;570;800;973;1200;1443;1027;96;364;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;9,9;12,6;15,1;18,3;22,7;14,4;405;500;646;840;1017;713;49;542;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;8,7;10,6;13,2;15,6;19;12,4;400;500;600;750;926;647;52;2495;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;;9,8;11,2;12,8;15,1;17,7;12,7;450;550;668;800;930;692;55;2861;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;12,6;14,1;16,7;19,3;22;16,4;380;430;475;520;570;477;29;666;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;10,4;11,9;13,3;15,4;16,9;13,4;500;580;646;700;780;647;48;1098;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;9,3;10,7;11,8;13,4;14,9;11,9;600;682;776;860;982;785;66;840;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P+;7,9;9,7;11,1;12,2;13,9;11;600;780;900;1100;1302;950;86;257;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;11,2;12,7;14;15,9;19,2;14;500;598;735;825;1008;738;53;473;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;2. Entre 1946-1970;2. 1 an et plus;;9,6;11;12,6;14,9;17,6;12,4;450;543;651;788;919;683;55;2388;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;;9,8;11,8;13,8;16,2;19,4;13,4;450;510;628;770;980;679;51;1788;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;12,9;15;16,7;19,8;22,6;16,8;400;457;500;550;610;505;30;601;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;10,7;12;13,6;15,6;17,9;13,7;500;551;630;702;780;637;46;643;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 3P;8,3;9,9;12,1;13,9;14,9;11,9;507;680;759;950;1100;805;67;412;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;;Appart 4P+;8,4;10;12,4;13,8;15,6;12,1;650;870;1000;1312;1650;1109;92;132;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;12,3;13,6;15,1;18;21,1;15,2;485;544;670;790;1100;729;48;361;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;3. Entre 1971-1990;2. 1 an et plus;;9,5;11,4;13,3;16;19,1;13;447;500;610;759;950;665;51;1427;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;;10,2;12,8;15,9;18,4;21,7;14,6;425;500;642;789;964;678;46;830;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 1P;11,8;16,1;19,1;21,9;22,4;18;330;425;459;513;550;464;26;266;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 2P;12;14,2;16,3;18;19,7;15,6;570;600;670;739;817;679;43;348;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 3P;6,3;9,1;12,9;15,1;16,7;12,3;442;646;889;1000;1123;844;69;178;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;38;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;13,2;15,1;17,4;19;21,4;16,3;483;600;720;800;1020;737;45;164;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;4. Entre 1991-2005;2. 1 an et plus;;9,1;12,1;15,4;18,1;21,7;14,1;420;475;620;780;936;659;47;666;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;;12,5;14;16,2;19;21;15,7;420;498;659;825;1000;686;44;1129;49972;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 1P;14;16,9;19,1;21;21,9;18,3;386;420;453;520;575;465;25;391;11901;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 2P;13,6;15;16,3;18,6;21;16,7;562;635;688;750;840;697;42;444;18850;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 3P;10,9;12,5;13,5;15,7;16,8;13,8;650;750;850;987;1079;860;62;255;14262;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;39;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;1. Moins de 1 an;;13,4;15,2;16,5;18,9;21;16,1;430;539;669;770;926;685;42;317;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Ville centre;Appartement;5. Après 2005;2. 1 an et plus;;12,5;13,6;16,2;19,2;21,1;15,5;420;495;655;840;1000;687;44;812;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;;9,5;11,6;14,1;16,8;19,4;13,4;468;566;700;860;1080;750;56;18799;85171;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Maison 1-3P;8,3;10,2;12,5;16;18,6;12,6;468;600;725;927;1200;774;61;206;6722;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 4P+;7,2;9,3;11,1;13,2;15,4;11,3;670;800;1000;1249;1561;1079;95;2152;12586;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Maison 4P+;7;9,4;11,5;14;17,2;11,6;720;930;1113;1516;1750;1263;108;355;5454;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Appart 1P;13;15,5;17,5;20;23,3;17,4;400;450;500;559;610;509;29;3884;14089;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Appart 2P;10,9;12,9;15;17,1;19,2;14,8;498;580;657;740;819;658;44;7472;29327;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Appart 3P;8,9;10,8;12,9;14,5;16,7;12,8;600;700;817;950;1100;836;65;5085;22448;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Appart 4P+;7,2;9,2;11,1;12,9;15,1;11,2;650;800;998;1200;1420;1024;91;1797;7132;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 1P;13;15,5;17,4;20;23,3;17,4;400;450;500;558;610;508;29;3892;14480;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 2P;10,9;12,9;15;17,1;19,2;14,8;498;580;657;741;823;659;44;7525;31501;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;;Ensemble 3P;8,8;10,8;12,9;14,5;16,7;12,8;576;700;815;950;1100;835;65;5230;26604;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;1. Moins de 1 an;;10,7;12,9;15;17,4;20,3;14,5;480;570;710;886;1100;763;53;3944;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;1. Moins de 1 an;Ensemble 4P+;8,9;10,7;12,1;14,1;15,8;12,2;750;900;1083;1315;1550;1153;94;395;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;1. Moins de 1 an;Ensemble 1P;14,3;16,5;17,8;21,1;24,4;18,3;410;457;515;555;613;524;29;914;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;1. Moins de 1 an;Ensemble 2P;11,8;14;15,6;17,3;20;15,6;520;600;680;750;841;679;44;1641;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;1. Moins de 1 an;Ensemble 3P;10;12,1;13,8;15;17,1;13,6;660;762;870;1000;1120;890;65;994;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;2. 1 an et plus;;9,1;11,2;13,7;16,6;19;13,1;461;565;700;850;1062;745;57;14855;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;2. 1 an et plus;Ensemble 4P+;7;9;10,8;12,9;15,4;11,1;650;800;995;1210;1575;1060;96;1757;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;2. 1 an et plus;Ensemble 1P;12,4;15,2;17,2;20;22,6;17;390;439;500;559;606;501;29;2978;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;2. 1 an et plus;Ensemble 2P;10,6;12,5;14,8;17;18,8;14,6;480;571;650;735;812;652;45;5884;;Estimation directe
B0600;2019;Agglomération de Nice-Menton;Périphérie;;;2. 1 an et plus;Ensemble 3P;8,6;10,5;12,5;14,3;16,7;12,5;560;697;800;930;1100;820;65;4236;;Estimation directe
