
NUM;DATE;JACKPOT;N1;N2;N3;N4;N5;E1;E2;NBJEU;EU1;EU2;EU3;EU4;EU5;EU6;EU7;EU8;EU9;EU10;EU11;EU12;NB1;NB2;NB3;NB4;NB5;NB6;NB7;NB8;NB9;NB10;NB11;NB12;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT11;MT12;
1050;2017-10-13;31000000;23;29;37;45;50;5;11;33964880;0;2;9;45;893;2134;2048;30447;43671;96775;164479;637728;0;0;3;9;210;525;491;7090;10915;25436;38955;157850;0,00;737887,00;38191,60;3736,10;200,80;117,30;69,30;21,40;15,80;13,50;11,20;8,60;
1049;2017-10-10;17000000;4;21;34;36;37;3;6;19376488;0;1;4;26;466;1361;989;21211;23807;49395;121922;368630;0;0;1;4;86;287;188;5001;4792;9831;30122;78331;0,00;841908,40;49022,50;3688,90;219,50;104,90;81,80;17,50;16,50;15,10;8,60;8,50;
1048;2017-10-06;190000000;1;9;15;19;25;1;7;60675275;1;16;22;161;3119;6365;5668;79614;116308;221456;363925;1438780;0;4;2;43;947;2014;1532;23573;32229;57231;103872;379230;190000000,00;1291056,00;27910,60;1865,40;102,70;70,20;44,70;14,60;10,60;10,50;9,00;6,80;
1047;2017-10-03;190000000;6;24;32;48;50;1;5;50158782;0;4;17;70;1469;2999;3497;46207;65740;147110;262334;952354;0;2;2;18;307;634;734;10024;14034;31404;59119;203815;0,00;1504612,30;29859,20;3546,90;180,20;123,20;59,90;20,80;15,50;13,10;10,40;8,60;
1046;2017-09-29;177000000;7;18;19;32;48;3;7;51586956;0;7;20;124;2029;6348;3908;91021;83594;162999;453867;1191188;0;2;3;30;460;1424;764;21758;19526;35011;110028;281209;0,00;320207,60;26103,00;2059,30;134,20;59,80;55,10;10,90;12,50;12,10;6,10;7,00;
1045;2017-09-26;163000000;1;29;40;41;48;6;12;36764495;0;8;7;42;800;1752;1916;26674;37830;94285;148962;596975;0;1;2;12;157;345;351;5441;7359;17811;31170;117643;0,00;199677,10;53150,90;4332,90;242,60;154,60;80,20;26,50;19,70;15,00;13,40;10,00;
1044;2017-09-22;153000000;6;11;31;39;42;1;3;44342704;0;2;9;64;1266;2671;2757;42947;59276;132787;231066;888030;0;0;3;11;262;583;574;9643;12677;28415;52633;199377;0,00;963345,20;49860,90;3429,60;184,90;122,30;67,20;19,80;15,20;12,80;10,40;8,10;
1043;2017-09-19;139000000;1;8;21;30;45;2;3;32093358;0;8;11;41;1049;2091;2210;30268;47511;97136;157465;696585;0;3;2;7;261;393;553;6125;10281;20168;31122;148163;0,00;174307,00;29525,80;3874,60;161,50;113,10;60,70;20,40;13,70;12,70;11,00;7,50;
1042;2017-09-15;130000000;13;18;37;44;49;9;12;48965524;0;6;19;42;1418;2533;3429;36245;64513;159188;190862;919842;0;0;4;11;324;529;817;7697;15007;39020;41090;211133;0,00;354592,00;26080,50;5770,90;182,30;142,40;59,60;26,00;15,40;11,80;13,90;8,60;
1041;2017-09-12;36000000;10;17;27;29;35;4;11;18781951;0;2;5;26;697;1255;1740;17329;28998;78450;86249;387697;0;0;4;5;139;265;367;3469;6251;17903;17180;82774;0,00;408037,80;38014,60;3575,70;142,20;110,20;45,10;20,80;13,10;9,20;11,80;7,90;
1040;2017-09-08;28000000;9;24;42;47;49;1;5;24210781;0;1;4;24;580;1466;1346;22753;29517;65617;130535;463292;0;0;0;5;120;341;293;5086;6451;14388;29699;101385;0,00;1051958,40;61253,20;4993,40;220,40;121,70;75,10;20,40;16,60;14,20;10,00;8,50;
1039;2017-09-05;17000000;6;9;18;28;29;1;9;16432591;0;5;12;57;906;1668;1603;21772;31037;65089;98087;391894;0;0;3;15;218;382;437;5296;7440;15420;22674;91111;0,00;142799,20;13858,10;1427,00;95,70;72,60;42,80;14,50;10,70;9,70;9,10;6,80;
1038;2017-09-01;28000000;3;7;8;14;49;5;8;23752777;1;3;5;44;955;2749;1830;41270;43119;85550;204738;595082;1;0;0;15;245;616;461;9145;10226;20789;42687;132438;28287321,00;344019,40;48075,60;2672,10;131,30;63,60;54,20;11,00;11,20;10,60;6,30;6,50;
1037;2017-08-29;17000000;4;12;15;32;38;1;5;16005606;0;1;4;29;567;1155;1180;17328;23963;51303;91726;350582;0;0;0;2;91;223;208;3564;4662;10274;19117;70820;0,00;695443,60;40494,10;2731,90;149,00;102,10;56,60;17,70;13,50;12,00;9,50;7,40;
1036;2017-08-25;17000000;1;5;7;15;47;9;12;22827025;1;2;14;24;841;1054;2304;14733;33589;98628;74972;449128;0;0;4;4;219;196;582;2798;7686;23641;13610;97639;17000000,00;495917,10;16500,60;4708,00;143,30;159,60;41,40;29,80;13,80;8,90;16,50;8,30;
1035;2017-08-22;43000000;3;10;12;17;27;3;5;17907522;1;12;8;126;1540;3727;2247;36864;48664;79413;149279;531479;1;3;1;38;373;777;537;7598;11374;19176;29239;113584;44105265,00;64840,10;22653,00;703,50;61,30;35,40;33,30;9,30;7,40;8,60;6,50;5,50;
1034;2017-08-18;35000000;2;24;39;42;45;2;8;23900593;0;3;5;36;650;2017;1318;30792;30161;62411;173919;455753;0;0;0;4;128;383;242;6363;5727;11665;36534;89135;0,00;346160,20;48374,80;3286,30;194,10;87,30;75,80;14,90;16,10;14,70;7,40;8,50;
1033;2017-08-15;24000000;10;14;30;35;46;4;10;15231584;0;0;4;18;397;796;930;12204;18107;43179;64398;277649;0;0;1;3;70;155;146;2450;3173;7465;13161;53948;0,00;0,00;203988,90;4188,60;202,50;141,00;68,40;24,00;17,10;13,50;12,80;8,90;
1032;2017-08-11;17000000;18;28;39;46;48;5;12;22864401;0;3;5;33;646;1027;1536;14822;27002;66401;79233;384165;0;1;1;6;134;178;354;2688;5342;13863;14587;76426;0,00;331152,70;46277,50;3429,60;186,80;164,00;62,20;29,60;17,20;13,20;15,70;9,70;
1031;2017-08-08;36000000;15;25;26;40;41;4;5;17501150;1;4;5;24;485;1171;975;17221;23975;45521;90484;369504;0;1;0;5;86;208;189;3269;4114;7958;17888;67529;36563144,00;190106,20;35422,30;3609,60;190,50;110,10;75,00;19,50;14,80;14,80;10,50;7,70;
1030;2017-08-04;28000000;29;30;36;40;41;2;9;23667081;0;4;5;25;519;1197;1076;22690;24919;52567;137455;420217;0;0;0;3;83;236;188;4414;4484;9487;28908;78743;0,00;257083,60;47902,10;4686,00;240,70;145,70;91,90;20,00;19,30;17,30;9,30;9,20;
1029;2017-08-01;17000000;14;21;24;29;30;8;10;16426757;0;4;12;25;579;1096;1464;14436;23699;58934;74867;330638;0;0;5;6;128;261;338;2962;5026;12581;15261;66327;0,00;178435,60;13853,20;3252,40;149,70;110,40;46,90;21,90;14,10;10,70;11,90;8,10;
1028;2017-07-28;57000000;5;9;29;31;41;2;4;26653208;1;3;7;57;819;1984;1850;28366;38374;83876;148371;570357;0;0;1;11;174;405;325;5949;8053;17009;31925;121016;57871110,00;386027,30;38532,90;2314,60;171,80;99,00;60,20;18,00;14,10;12,20;9,70;7,60;
1027;2017-07-25;45000000;12;14;43;44;48;2;11;18177935;0;1;3;23;376;955;931;15590;20402;46814;88833;327437;0;0;0;4;68;187;153;3102;3752;8997;17621;63786;0,00;789831,20;61320,20;3912,20;255,20;140,20;81,60;22,40;18,10;14,90;11,10;9,00;
1026;2017-07-21;36000000;1;8;9;26;49;5;9;24121243;0;2;3;52;895;2398;1716;35167;41037;76145;182995;564974;0;0;2;16;221;565;408;7476;9919;18196;36254;126935;0,00;524034,00;81368,90;2296,10;142,30;74,10;58,70;13,20;11,90;12,10;7,10;6,90;
1025;2017-07-18;25000000;1;25;27;41;45;5;7;17055841;0;5;2;21;474;1499;902;25984;22709;42754;143431;366785;0;1;0;1;83;294;162;5331;4454;7971;29894;72998;0,00;148215,20;86302,50;4020,30;189,90;83,80;79,00;12,60;15,20;15,30;6,40;7,50;
1024;2017-07-14;17000000;11;14;20;21;47;7;10;23107410;0;1;3;38;709;1446;1532;21105;34252;75388;108366;500930;0;0;2;10;165;315;311;4581;7279;15603;23485;103959;0,00;1004016,90;77948,90;3010,00;172,00;117,70;63,00;21,00;13,70;11,80;11,60;7,50;
1023;2017-07-11;17000000;14;22;26;42;50;8;10;16994720;1;2;5;29;443;955;1072;14187;21345;50952;75221;319253;0;0;0;5;76;204;208;2737;4120;10087;15303;63232;17000000,00;369210,20;34397,30;2900,80;202,50;131,10;66,20;23,00;16,20;12,80;12,30;8,60;
1022;2017-07-07;28000000;11;20;35;37;45;3;6;25201241;1;5;10;31;821;1682;1598;26983;32427;67850;157645;491840;0;1;2;6;153;361;316;6363;6550;13587;38007;103635;28975630,00;218998,70;25503,60;4024,00;162,00;110,40;65,90;17,90;15,80;14,20;8,70;8,30;
1021;2017-07-04;17000000;10;22;25;37;49;5;8;17485078;0;2;4;41;576;1875;1228;26316;26491;53474;139075;384356;0;0;3;10;118;364;238;5206;5285;11340;27197;78716;0,00;379863,30;44237,20;2111,00;160,20;68,70;59,50;12,70;13,40;12,50;6,80;7,40;
1020;2017-06-30;100000000;17;35;39;47;50;6;8;43170661;1;6;7;51;1145;2819;2660;42873;54632;120296;239603;819304;0;1;2;13;250;547;597;9212;11175;24536;54966;171968;100000000,00;312627,50;62412,40;4190,00;199,00;112,80;67,80;19,30;16,00;13,80;9,80;8,60;
1019;2017-06-27;79000000;9;17;21;28;45;1;3;21687836;0;7;7;50;1018;1645;2042;23269;38384;82034;117443;497070;0;2;1;8;228;336;394;4640;7850;16326;22964;99339;0,00;134619,50;31354,40;2147,00;112,40;97,10;44,30;17,90;11,40;10,10;10,00;7,10;
1018;2017-06-23;73000000;3;4;21;31;38;3;7;27605965;0;4;4;45;725;3326;1557;53795;41003;77727;271863;637300;0;0;0;9;129;712;307;11441;8219;14600;59473;130282;0,00;299869,80;69843,00;3036,60;201,00;61,10;74,10;9,80;13,70;13,60;5,50;7,00;
1017;2017-06-20;59000000;11;18;26;43;44;8;10;19441717;0;3;4;24;533;1130;1275;16821;25527;60458;87600;379200;0;0;0;4;92;196;245;3371;5049;12599;17193;75134;0,00;281580,80;49187,50;4009,80;192,50;126,80;63,70;22,20;15,40;12,30;12,00;8,30;
1016;2017-06-16;50000000;15;17;38;41;42;9;12;25873510;0;8;13;20;653;1070;1684;15981;29474;75357;85775;442692;0;0;0;2;123;181;319;2785;5701;15159;15354;86405;0,00;140525,50;20141,50;6403,60;209,20;178,20;64,20;31,10;17,80;13,20;16,40;9,50;
1015;2017-06-13;37000000;3;12;22;27;49;4;11;18771012;0;2;12;26;611;1279;1735;16878;28149;74209;84363;386576;0;0;3;4;173;238;446;3348;6226;17044;16300;82492;0,00;407800,20;15830,20;3573,70;162,20;108,10;45,20;21,40;13,50;9,70;12,10;7,90;
1014;2017-06-09;28000000;9;20;27;39;43;10;11;25653521;0;1;11;17;699;1351;2157;18657;31122;90499;101443;431977;0;0;4;3;159;237;467;3349;6420;19957;18376;88853;0,00;1114645,40;23601,20;7469,70;193,70;139,90;49,70;26,40;16,70;10,90;13,70;9,70;
1013;2017-06-06;17000000;20;22;25;37;40;3;7;17841358;0;0;3;31;514;1657;1063;27783;22954;47389;162020;367668;0;0;1;5;108;337;199;5914;4476;8804;35719;76914;0,00;0,00;318587,20;2848,80;183,20;79,30;70,10;12,30;15,80;14,40;5,90;7,90;
1012;2017-06-02;152000000;8;10;24;33;42;3;9;46838296;1;7;23;111;1827;4387;3983;61745;74589;158010;329474;1025852;0;1;6;25;374;949;895;12961;15214;32932;67935;206108;153873716,00;290732,00;20608,80;2088,70;135,30;78,60;49,10;14,60;12,70;11,40;7,70;7,40;
1011;2017-05-30;139000000;7;12;27;38;48;6;9;33448284;0;3;17;54;1266;2982;2866;40909;53492;115921;206300;747463;0;0;2;11;275;603;623;8419;11611;24619;40926;159162;0,00;484442,60;19911,50;3066,00;139,40;82,60;48,70;15,70;12,70;11,10;8,80;7,30;
1010;2017-05-26;129000000;5;7;26;36;39;2;10;39364620;0;4;9;55;1230;2572;2715;37779;52565;127337;196462;787862;0;1;4;8;194;451;488;7188;9240;22413;37487;143250;0,00;427598,10;44263,30;3542,80;168,90;112,70;60,60;20,00;15,20;11,90;10,90;8,10;
1009;2017-05-23;116000000;8;15;25;27;42;1;4;30792073;0;4;8;51;1066;2117;2582;28867;47039;109569;149808;642045;0;0;4;13;233;418;530;5692;9330;21392;28912;127530;0,00;334478,80;38951,90;2988,60;152,50;107,10;49,80;20,50;13,30;10,80;11,10;7,80;
1008;2017-05-19;107000000;9;11;12;19;30;4;9;37222665;0;6;15;116;2155;4725;3998;58946;78073;153428;263339;937524;0;1;5;36;599;1209;1066;13050;19483;37198;53382;213530;0,00;269554,10;25112,80;1588,30;91,10;58,00;38,90;12,10;9,70;9,30;7,60;6,40;
1007;2017-05-16;97000000;8;11;15;20;30;3;8;25689601;0;3;17;82;1365;2998;2487;37148;50466;95673;173088;618881;0;0;6;23;334;722;571;7603;10979;21220;33515;129875;0,00;372071,00;15292,80;1550,70;99,30;63,10;43,10;13,30;10,30;10,30;8,00;6,70;
1006;2017-05-12;90000000;2;20;28;29;44;3;9;31756003;0;0;10;55;923;2642;2063;40239;45203;94832;223008;673987;0;0;4;12;217;570;407;9312;9859;20646;49831;148776;0,00;0,00;170116,90;2858,00;181,60;88,50;64,30;15,10;14,20;12,80;7,70;7,60;
1005;2017-05-09;80000000;8;12;16;22;26;6;7;22194001;0;10;13;52;1263;2087;2231;28776;45771;83417;127810;580491;0;3;1;13;331;502;546;6475;10631;17476;26137;128247;0,00;96432,90;17277,10;2112,60;92,70;78,30;41,50;14,80;9,80;10,20;9,40;6,20;
1004;2017-05-05;73000000;3;7;30;35;43;1;3;28515295;0;4;2;41;923;1887;1698;31310;43330;84899;157020;636510;0;0;0;5;218;437;333;6761;9064;16776;34485;136654;0,00;309747,40;144287,30;3442,70;163,10;111,30;70,10;17,50;13,30;12,90;9,80;7,30;
1003;2017-05-02;66000000;6;19;23;25;27;11;12;18196403;0;2;13;20;573;808;2340;11636;22325;87738;60687;300043;0;1;4;5;132;140;562;2113;4489;19770;11007;59106;0,00;395316,80;14165,10;4503,60;167,60;165,90;32,50;30,10;16,50;7,90;16,30;9,90;
1002;2017-04-28;57000000;14;20;25;30;39;2;8;26808500;0;2;4;63;872;2620;1794;37060;38755;81489;196312;557444;0;0;1;9;154;538;303;7675;7266;15427;41870;111041;0,00;582414,60;67825,50;2106,30;162,30;75,40;62,40;13,90;14,00;12,60;7,40;7,80;
1001;2017-04-25;45000000;9;11;19;32;43;3;9;18057813;0;9;7;50;758;2180;1403;29523;31559;58499;141385;431628;0;3;4;11;146;460;295;6219;6620;11845;29375;87986;0,00;87179,10;26106,40;1787,70;125,70;61,00;53,80;11,70;11,60;11,80;6,90;6,80;
1000;2017-04-21;36000000;2;13;16;22;49;4;5;23973426;0;3;6;39;888;1784;1861;24839;40647;80735;129174;568872;0;0;4;9;201;455;399;5288;9178;18346;27414;121900;0,00;347215,10;40435,10;3042,70;142,50;99,00;53,80;18,50;12,00;11,40;10,10;6,80;
999;2017-04-18;25000000;17;22;31;38;45;5;12;16109745;0;1;3;14;426;695;1110;10301;19911;48987;55483;292336;0;1;0;1;84;123;230;1778;3848;10164;9886;54820;0,00;699968,40;54343,50;5695,90;199,60;170,80;60,60;30,10;16,40;12,60;15,80;9,00;
998;2017-04-14;17000000;4;14;20;23;33;6;10;22497065;0;3;5;46;852;1474;2149;20801;34054;88122;103554;459998;0;0;0;11;193;319;443;4364;7728;20082;21277;104102;0,00;325832,50;45534,00;2420,80;139,40;112,40;43,70;20,80;13,40;9,80;11,80;7,90;
997;2017-04-11;83000000;5;21;22;31;49;2;8;22710732;1;1;5;34;679;1981;1331;30230;31833;69370;163646;479239;1;0;0;8;111;420;265;6187;6195;13318;33325;95614;83397527,00;986781,30;45966,50;3306,40;176,60;84,40;71,30;14,40;14,50;12,60;7,50;7,70;
996;2017-04-07;76000000;2;10;19;35;50;6;7;28440504;0;2;11;47;899;1974;2014;29033;43568;88858;154973;636764;0;1;1;10;199;463;443;6338;9805;18549;33151;142244;0,00;617869,90;26165,20;2995,30;167,00;106,10;59,00;18,80;13,20;12,30;9,90;7,20;
995;2017-04-04;68000000;1;9;24;33;34;2;6;20565706;0;3;4;32;575;1639;1175;24843;27920;60062;132897;426256;0;1;1;11;114;366;239;5226;5615;11537;27843;86986;0,00;297859,90;52031,20;3181,20;188,80;92,40;73,10;15,90;14,90;13,10;8,40;7,80;
994;2017-03-31;58000000;17;24;26;28;45;4;12;26962311;0;2;14;23;721;1195;2096;17946;33464;95479;94913;480911;0;0;2;5;119;202;437;2957;6544;19620;15866;93678;0,00;585756,20;19489,80;5802,70;197,40;166,20;53,70;28,90;16,30;10,80;15,40;9,10;
993;2017-03-28;46000000;9;13;31;33;46;6;10;18412634;0;3;13;31;594;1160;1377;16499;25210;61436;85940;359331;0;1;2;10;105;218;252;3048;4880;11705;15730;70564;0,00;266676,30;14333,50;2940,00;163,60;116,90;55,80;21,40;14,80;11,50;11,60;8,30;
992;2017-03-24;37000000;2;17;21;27;34;5;9;24632450;0;7;5;82;1168;2893;2019;37976;44252;85489;185338;600419;0;1;1;16;208;530;405;7233;8922;17705;35155;122621;0,00;152897,10;49856,00;1486,90;111,30;62,70;50,90;12,40;11,30;11,00;7,20;6,70;
991;2017-03-21;25000000;1;20;23;44;47;4;11;17182811;0;2;5;21;411;965;973;14392;19970;48313;75836;311529;0;0;1;4;83;160;190;2631;3986;10183;14340;62892;0,00;373296,50;34778,00;4050,20;220,70;131,20;73,80;22,90;17,50;13,60;12,30;9,00;
990;2017-03-17;17000000;6;10;19;29;36;3;9;23884295;0;2;11;84;1019;2770;1907;36355;41785;81326;178397;564357;0;0;2;19;247;691;444;8612;9847;18851;40772;128005;0,00;518886,30;21973,50;1407,40;123,70;63,50;52,30;12,60;11,60;11,30;7,20;6,90;
989;2017-03-14;79000000;3;5;21;36;44;3;6;22534137;1;4;7;31;693;1947;1443;29265;34032;66907;150788;506197;0;0;1;6;128;420;240;6261;6430;12043;33038;97459;80571199,00;244777,00;32577,90;3598,10;171,60;85,20;65,20;14,80;13,40;12,90;8,10;7,20;
988;2017-03-10;72000000;31;36;38;47;49;8;11;29441972;0;1;4;31;671;1493;1616;22625;31548;70465;123981;488735;0;0;0;4;126;240;311;3686;5525;12689;21402;87300;0,00;1279253,60;74488,10;4701,20;231,60;145,30;76,10;25,00;18,90;16,00;12,90;9,80;
987;2017-03-07;59000000;6;37;41;48;50;4;5;20535714;0;0;4;23;450;1031;1000;16551;23140;49846;100253;368378;0;0;1;3;71;165;158;2987;3796;8433;18759;64498;0,00;0,00;275024,50;4419,60;240,90;146,70;85,80;23,80;18,00;15,80;11,10;9,10;
986;2017-03-03;49000000;2;11;29;30;47;1;12;26891197;0;5;6;23;667;1280;2199;18400;30390;92728;98747;438894;0;0;2;3;108;251;438;3589;6080;20070;19598;89553;0,00;233684,50;45356,40;5787,40;212,80;154,80;51,10;28,10;18,00;11,10;14,80;10,00;
985;2017-02-28;37000000;10;20;31;35;42;2;12;17969866;0;0;4;17;410;760;1246;11402;20373;54502;60555;308000;0;0;0;5;89;140;215;2108;3822;10487;11320;61444;0,00;0,00;240661,40;5232,40;231,40;174,20;60,20;30,30;17,90;12,60;16,10;9,50;
984;2017-02-24;29000000;2;4;13;22;43;8;9;24855186;0;7;10;32;1038;1588;2203;23372;43523;88645;120351;587214;0;1;2;3;247;340;554;4703;9574;20252;24115;126508;0,00;154279,60;25153,40;3844,70;126,40;115,30;47,10;20,40;11,60;10,70;11,20;6,90;
983;2017-02-21;17000000;13;19;41;45;49;3;4;16785624;0;2;3;12;469;946;928;14342;22453;46637;81058;349450;0;0;0;3;96;173;190;2739;4577;9321;15865;71761;0,00;364667,60;56623,50;6924,00;188,90;130,70;75,60;22,50;15,20;13,80;11,20;7,80;
982;2017-02-17;17000000;19;25;33;36;48;2;9;23958776;1;3;8;33;711;1590;1502;25531;31155;66061;144487;471329;0;1;0;6;161;313;295;5380;6395;13661;32324;97489;17000000,00;347002,90;30307,80;3593,80;177,90;111,00;66,60;18,00;15,60;13,90;9,00;8,30;
981;2017-02-14;46000000;2;10;24;40;44;3;10;19698841;2;1;6;27;585;1352;1322;18710;26447;61439;96739;392902;0;1;1;5;119;280;283;4233;5930;13435;22861;88827;23570709,00;855914,60;33225,30;3611,40;177,70;107,30;62,20;20,20;15,10;12,30;11,00;8,10;
980;2017-02-10;37000000;7;21;26;35;43;2;9;25824471;0;4;6;62;990;2202;2066;30549;42233;86623;159849;565625;0;2;1;11;220;447;428;6722;8587;17363;36730;121072;0,00;280518,30;43557,20;2061,70;137,70;86,40;52,20;16,20;12,40;11,40;8,70;7,40;
979;2017-02-07;25000000;4;10;31;38;44;8;10;17905594;0;0;3;24;599;1266;1175;16383;26590;56225;80874;350916;0;0;1;6;129;307;252;3807;5397;11557;16802;72884;0,00;0,00;319734,20;3693,00;157,80;104,20;63,60;21,00;13,70;12,20;12,00;8,30;
978;2017-02-03;17000000;3;4;15;46;50;5;9;25532143;0;3;5;30;700;1892;1369;32498;33285;67286;182855;542868;0;0;2;8;120;344;268;6031;6259;13109;35664;106849;0,00;369790,50;51677,00;4212,80;192,50;99,40;77,90;15,10;15,60;14,60;7,60;7,60;
977;2017-01-31;25000000;3;4;17;23;44;6;9;18687937;1;3;3;46;724;1808;1714;24548;33053;73036;119818;449761;0;1;1;12;132;348;308;4827;6672;14648;23369;92836;25880509,00;270663,60;63040,60;2010,90;136,20;76,10;45,50;14,60;11,50;9,80;8,40;6,70;
976;2017-01-27;17000000;17;20;28;45;48;5;9;24806965;0;2;10;52;741;2215;1466;32734;36192;70246;177760;529133;0;1;6;13;170;475;355;6625;7998;16395;35681;116047;0,00;538931,30;25104,60;2361,40;176,70;82,50;70,70;14,50;13,90;13,50;7,50;7,60;
975;2017-01-24;88000000;1;5;7;17;23;3;8;24388312;1;11;25;103;1624;3273;3792;38294;58023;121326;171338;659707;0;3;9;22;344;711;970;8022;13475;29352;34065;144924;88587275,00;96333,80;9872,30;1172,00;79,20;54,90;26,80;12,20;8,50;7,70;7,70;6,00;
974;2017-01-20;80000000;10;17;27;31;49;3;5;30898896;0;3;16;96;1235;3601;2278;47153;53184;102166;236179;736643;0;0;6;25;302;783;526;10525;11762;23664;51321;161842;0,00;447519,00;19543,50;1593,20;132,10;63,20;56,60;12,60;11,80;11,60;7,10;6,80;
973;2017-01-17;71000000;4;16;25;43;47;2;10;22015995;0;4;8;29;630;1319;1374;19340;26865;65156;105357;401661;0;2;1;12;144;258;266;4183;5379;12863;23351;81902;0,00;239148,70;27850,20;3757,90;184,50;123,00;66,90;21,90;16,60;13,00;11,30;8,90;
972;2017-01-13;61000000;3;7;16;26;50;4;7;32278855;0;8;9;62;1379;3228;2466;46858;57280;109202;238914;778041;0;4;3;21;376;986;686;14554;17084;30044;73840;231459;0,00;175314,50;36295,70;2577,10;123,50;73,60;54,70;13,20;11,40;11,30;7,30;6,70;
971;2017-01-10;45000000;2;11;29;35;44;4;9;19389277;0;3;5;50;750;1621;1515;24029;27375;62277;128094;396092;0;2;1;11;199;341;436;4709;5906;13728;25574;82696;0,00;280821,30;39243,80;1919,50;136,50;88,10;53,40;15,50;14,40;11,90;8,20;7,90;
970;2017-01-06;37000000;10;14;18;21;49;9;11;24803270;0;5;9;20;754;1405;1789;21100;35407;86431;111273;504296;0;0;4;8;172;272;505;4499;8617;21539;23362;116052;0,00;215540,40;27889,80;6138,80;173,60;130,10;57,90;22,60;14,20;11,00;12,10;8,00;
969;2017-01-03;25000000;19;23;27;34;49;1;11;17604716;0;0;7;30;572;1093;1489;15593;23554;65312;79367;327904;0;0;1;9;112;245;356;3241;5056;14621;16735;70990;0,00;0,00;134726,30;2904,70;162,50;118,70;49,40;21,70;15,20;10,30;12,00;8,70;
968;2016-12-30;17000000;8;10;22;29;47;1;3;26196294;0;3;7;42;895;2003;1884;27490;40900;88780;140437;568132;0;1;3;11;230;487;447;6491;10039;20849;32923;136423;0,00;379409,60;37872,30;3087,40;154,50;96,30;58,10;18,30;13,00;11,30;10,10;7,50;
967;2016-12-27;25000000;3;22;25;32;39;7;12;17365018;1;3;2;14;497;795;1218;11807;22240;54968;61594;326595;0;0;0;6;97;178;245;2551;4715;10908;13488;70115;25251858,00;251503,30;87866,90;6139,70;184,40;160,90;59,50;28,30;15,80;12,10;15,30;8,60;
966;2016-12-23;17000000;4;16;20;39;46;2;5;27793860;0;2;7;49;989;2297;1962;33162;39591;80841;183528;571233;0;0;1;9;181;465;397;6987;7734;16877;38949;119398;0,00;603821,60;40181,90;2807,70;148,30;89,10;59,20;16,10;14,20;13,20;8,20;7,90;
965;2016-12-20;60000000;13;15;17;21;27;2;3;21649593;1;14;15;67;1583;2047;2543;24069;50852;90651;108723;607464;0;2;3;13;360;415;567;4903;10962;19115;21892;130335;61653352,00;67191,00;14606,20;1599,40;72,20;77,90;35,50;17,30;8,60;9,10;10,80;5,80;
964;2016-12-16;50000000;6;10;30;41;45;4;11;27780172;0;6;10;31;824;1448;1963;21497;33566;83757;118116;498493;0;1;2;5;158;303;443;4605;7308;18918;24691;111883;0,00;201174,70;28113,50;4435,80;178,00;141,30;59,10;24,80;16,80;12,70;12,80;9,10;
963;2016-12-13;38000000;14;28;29;48;50;2;8;19071912;0;3;2;32;505;1651;1046;25401;24510;52181;141240;380023;0;1;0;9;86;407;186;5436;4869;10295;30648;78419;0,00;276224,80;96503,80;2950,10;199,40;85,10;76,20;14,40;15,80;14,00;7,30;8,10;
962;2016-12-09;29000000;6;12;28;37;40;1;5;25465813;0;8;6;51;853;1840;1886;27676;37539;81417;150188;543595;0;3;0;14;183;409;510;6529;8495;19427;34964;124426;0,00;138311,10;42952,30;2471,60;157,60;102,00;56,40;17,70;13,80;12,00;9,20;7,60;
961;2016-12-06;17000000;1;7;11;27;45;4;9;17028966;0;4;8;43;759;1943;1799;25031;31796;70700;118640;413285;0;0;0;0;0;0;0;0;0;0;0;0;0,00;184977,10;21541,60;1960,30;118,40;64,50;39,50;13,00;10,80;9,20;7,80;6,70;
960;2016-12-02;28000000;6;11;23;31;32;2;12;26046225;1;2;4;20;708;1170;2034;17370;34713;97572;90478;488804;0;0;2;3;169;240;403;3702;7505;21147;19359;106722;29377167,00;565854,20;65896,90;6446,40;194,20;164,00;53,50;28,80;15,20;10,20;15,60;8,70;
959;2016-11-29;17000000;21;26;27;28;38;9;11;17415536;0;4;3;22;435;1007;986;14978;21331;51277;81038;340644;0;0;0;3;91;182;187;2825;4179;10310;15287;68130;0,00;189176,20;58748,40;3918,40;211,30;127,40;73,80;22,30;16,60;13,00;11,70;8,30;
958;2016-11-25;60000000;5;11;17;23;28;10;11;28986142;2;6;33;49;1363;1904;4792;24927;46467;150408;121420;576536;2;1;9;11;320;364;1093;4587;10113;34700;21285;120722;30570889,00;209907,90;8889,00;2928,10;112,20;112,10;25,20;22,30;12,60;7,40;12,90;8,20;
957;2016-11-22;47000000;5;10;33;34;47;2;10;19399250;0;1;3;22;500;1146;1090;17520;23499;54944;95576;367122;0;0;0;3;84;230;200;3572;4187;9967;20757;71602;0,00;842897,40;65440,10;4364,80;204,80;124,70;74,30;21,30;16,70;13,50;11,00;8,60;
956;2016-11-18;38000000;3;12;27;32;47;6;8;26315494;0;2;16;45;938;2122;2004;30680;40754;86263;159108;578129;0;0;3;14;150;476;399;6704;8420;18216;34598;122608;0,00;571704,10;16644,50;2894,70;148,10;91,30;54,80;16,50;13,10;11,70;9,00;7,40;
